Software Version;2.06.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Experiment File Path:;C:\Users\Public\Documents\Experiments\qbio project lab1 20220204.xpt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Protocol File Path:;C:\Users\Synthetic Bio Team\Documents\Experiments\cell-free-cytation-37.prt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plate Number;Plate 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date;02/04/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time;16:53:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reader Type:;Cytation3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reader Serial Number:;14102110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reading Type;Reader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Procedure Details;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plate Type;Corning 384 well black clear bottom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Well Selection;Runtime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Set Temperature;Setpoint 37°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Preheat before moving to next step;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start Kinetic;Runtime 8:00:00 (HH:MM:SS), Interval 0:05:00, 97 Reads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
    Read;Fluorescence Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Full Plate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Filter Set 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Excitation: 485,  Emission: 528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Optics: Bottom,  Gain: 100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Filter Set 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Excitation: 485,  Emission: 528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Optics: Bottom,  Gain: 75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Light Source: Xenon Flash,  Lamp Energy: High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Read Height: 7 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
    Read;Fluorescence Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Full Plate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Filter Set 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Excitation: 485,  Emission: 528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Optics: Bottom,  Gain: 70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Filter Set 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Excitation: 485,  Emission: 528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Optics: Bottom,  Gain: 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Light Source: Xenon Flash,  Lamp Energy: High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Read Height: 9,5 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
End Kinetic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Set Temperature;Incubator off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Layout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;;;;;;;;;;
;A;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;B;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;C;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;D;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;E;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;F;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;G;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;H;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;I;;SPL1;SPL4;SPL7;SPL10;SPL13;SPL16;SPL19;SPL22;SPL25;SPL28;SPL31;;;;;;;;;;;;;Well ID;;;;;;;;;
;J;;SPL2;SPL5;SPL8;SPL11;SPL14;SPL17;SPL20;SPL23;SPL26;SPL29;SPL32;;;;;;;;;;;;;Well ID;;;;;;;;;
;K;;SPL3;SPL6;SPL9;SPL12;SPL15;SPL18;SPL21;SPL24;SPL27;SPL30;SPL33;;;;;;;;;;;;;Well ID;;;;;;;;;
;L;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;M;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;N;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;O;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;P;;;;;;;;;;;;;;;;;;;;;;;;;Well ID;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Read 1:485;528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Time;T° Read 1:485,528;I2;I3;I4;I5;I6;I7;I8;I9;I10;I11;I12;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;K2;K3;K4;K5;K6;K7;K8;K9;K10;K11;K12
;00:00:00;37;3827;4001;4160;4120;4444;3991;4473;4304;5461;4686;4909;3907;4039;4234;4248;4333;4778;4744;5469;5405;4376;4894;4286;3925;4248;4167;4265;4486;4292;4455;3762;4343;4895
;00:05:00;37;2898;3223;3163;3201;3305;2975;3179;3272;3955;3319;3833;3004;3226;3187;3252;3194;3408;3408;4106;4067;3051;3768;3343;3117;3267;3001;3111;3084;3101;2997;2717;2821;3612
;00:10:00;37;2582;2571;2632;2650;2728;2325;2651;2638;3356;2616;2996;2626;2425;2661;2703;2509;2650;2627;3315;3240;2220;2978;2577;2511;2446;2365;2444;2442;2327;2360;2334;2244;2811
;00:15:00;37;2154;2343;2335;2369;2246;1892;2106;2088;2619;2015;2301;2169;2197;1978;2112;1951;2082;1962;2584;2514;1733;2261;2030;2232;1849;1925;1891;1736;1628;1824;1791;1630;2083
;00:20:00;37;1837;3315;1778;2291;2219;1445;1603;1604;2029;1820;1656;1709;3522;1353;2197;1888;1499;1480;1857;1742;1666;1448;1508;4434;1220;2544;2065;1225;1155;1282;1307;2086;1265
;00:25:00;37;1583;6275;1224;2901;2489;1069;1193;1049;1260;2358;1000;1237;8068;1096;3241;2641;1108;1006;1145;1122;2575;984;1247;10062;1184;5463;3678;1043;872;930;948;3828;889
;00:30:00;36.9;1255;11657;1054;4063;3355;914;920;906;946;3923;892;1256;15127;1042;5402;4312;1053;943;822;910;4119;867;1588;19694;1179;9492;6847;1092;868;864;856;7020;880
;00:35:00;37;1385;17686;1149;5656;4756;965;914;870;892;5815;819;1537;23984;1279;7985;6389;1171;922;894;891;6012;854;1805;32603;1385;13770;11767;1195;936;894;893;11398;870
;00:40:00;37;1593;23774;1218;7665;6292;1062;961;896;904;7713;831;1853;33882;1514;10399;8754;1385;1061;905;904;7940;838;2342;46232;1620;18948;17464;1415;994;957;919;16241;827
;00:45:00;36.9;1795;30032;1369;9409;7727;1117;962;898;947;9581;800;2349;43624;1712;13193;11214;1635;1085;887;880;10350;830;2923;60820;1837;22874;22689;1622;1069;977;1082;21217;853
;00:50:00;37;2094;37966;1422;11176;9769;1242;1061;1010;873;11912;800;2891;58420;1889;15596;14370;1811;1221;853;912;13070;811;3475;75335;2128;27099;28904;1809;1086;959;1110;26388;857
;00:55:00;36.9;2405;47107;1676;12805;11684;1425;1143;999;906;14181;783;3397;73531;2177;18306;16948;2159;1306;835;916;16809;822;4114;89783;2474;30954;34266;1904;1249;1054;1184;31588;883
;01:00:00;37;2892;60122;1992;14856;13331;1672;1228;1036;893;17674;807;3927;88420;2346;20781;19387;2367;1443;913;938;21550;916;4708;OVRFLW;2675;34047;39362;2057;1308;1003;1336;35899;889
;01:05:00;37;3410;73879;2305;16822;15845;1871;1291;1145;942;21920;765;4603;OVRFLW;2728;24180;22917;2622;1562;881;971;26219;776;5135;OVRFLW;3030;37179;43363;2323;1387;1069;1435;41013;933
;01:10:00;37;3958;88957;2529;18971;18578;1895;1454;1252;1004;26632;844;5123;OVRFLW;3129;27947;25387;2730;1683;829;1008;30750;841;5678;OVRFLW;3358;39869;46912;2473;1389;1111;1437;46305;903
;01:15:00;37;4474;OVRFLW;2849;21275;20742;2080;1533;1338;999;32036;809;5566;OVRFLW;3276;31077;28168;2939;1725;904;979;34480;840;6019;OVRFLW;3699;43172;51159;2679;1485;1184;1594;50990;950
;01:20:00;37;5194;OVRFLW;3137;23237;23427;2307;1657;1373;987;37110;827;6290;OVRFLW;3625;33745;31033;3151;1906;873;993;37954;831;6263;OVRFLW;3891;45907;54702;2830;1611;1213;1645;55404;914
;01:25:00;37;5763;OVRFLW;3368;24828;25597;2292;1672;1481;1080;41540;870;6650;OVRFLW;3879;36060;33192;3190;1966;968;1072;42392;803;6529;OVRFLW;4247;48534;60018;3078;1748;1193;1751;59276;907
;01:30:00;37;6003;OVRFLW;3610;27781;27487;2511;1923;1494;1155;45901;845;7305;OVRFLW;4094;39556;35797;3389;1956;888;1048;46770;885;6724;OVRFLW;4606;52127;64534;3185;1785;1264;1844;63468;971
;01:35:00;37;6406;OVRFLW;3891;30293;29227;2720;1855;1593;1077;51987;835;7951;OVRFLW;4380;42631;37238;3433;2115;953;1030;51248;795;6863;OVRFLW;4661;54241;69368;3439;1832;1282;2013;67553;1024
;01:40:00;36.9;6990;OVRFLW;4104;32773;31384;2603;2055;1621;1061;59317;868;8362;OVRFLW;4726;45776;38541;3600;2129;918;1134;54850;896;7185;OVRFLW;5079;56575;74099;3677;1927;1380;2108;71325;1057
;01:45:00;37;7353;OVRFLW;4257;34480;33122;2751;2040;1680;1162;66001;790;8667;OVRFLW;4904;47703;40021;3764;2285;969;1128;58214;907;7438;OVRFLW;5279;59373;77124;3523;1851;1441;2299;74151;1084
;01:50:00;37;7728;OVRFLW;4401;36349;34721;2920;2060;1788;1193;68958;853;8995;OVRFLW;5242;50456;43003;3961;2190;968;1151;62199;913;7826;OVRFLW;5556;61751;80907;3868;1974;1347;2277;77449;1091
;01:55:00;37;8049;OVRFLW;4708;37445;36216;3001;2230;1750;1192;70540;836;9309;OVRFLW;5516;53034;46366;4088;2360;954;1165;64427;916;8114;OVRFLW;5987;63323;83747;3852;2013;1497;2468;80496;1179
;02:00:00;37;8545;OVRFLW;4973;39251;37580;2998;2202;1884;1165;74775;882;9786;OVRFLW;5680;54015;50194;4121;2444;949;1154;67656;945;8351;OVRFLW;6111;67026;87239;4075;2103;1515;2502;82977;1230
;02:05:00;37;8983;OVRFLW;5219;41005;39189;3068;2337;1925;1223;77380;872;10140;OVRFLW;6088;54538;52700;4283;2529;943;1114;69705;900;8647;OVRFLW;6332;67919;91246;4013;2149;1553;2580;85245;1243
;02:10:00;36.9;9457;OVRFLW;5283;43631;41494;3116;2334;1980;1195;80340;893;10502;OVRFLW;6324;57374;55604;4370;2632;1001;1144;73244;866;8956;OVRFLW;6548;70982;91966;4078;2295;1655;2601;88712;1326
;02:15:00;37;9632;OVRFLW;5370;45587;42804;3264;2460;1973;1338;84063;913;10799;OVRFLW;6554;58726;56213;4453;2767;1004;1174;76157;888;9353;OVRFLW;6821;72383;95117;4347;2391;1687;2689;91356;1345
;02:20:00;37;9724;OVRFLW;5795;47431;43795;3326;2462;2032;1343;89517;889;11030;OVRFLW;6781;61234;56438;4625;2817;995;1293;79731;949;9544;OVRFLW;7225;75507;98067;4276;2383;1708;2774;92660;1374
;02:25:00;37;10115;OVRFLW;6051;49233;44629;3297;2537;2072;1386;93256;914;11269;OVRFLW;7014;63392;58454;4720;2764;1034;1266;81159;938;9632;OVRFLW;7630;76991;OVRFLW;4452;2437;1752;2773;94900;1369
;02:30:00;37;10525;OVRFLW;6175;51662;46740;3407;2606;2131;1343;92891;976;11449;OVRFLW;7328;64781;58582;4962;2917;1033;1280;82940;1011;9950;OVRFLW;8029;79608;OVRFLW;4586;2558;1733;3023;97262;1399
;02:35:00;37;10567;OVRFLW;6571;53079;48502;3591;2609;2255;1465;93477;965;11648;OVRFLW;7540;66274;61198;5073;2978;1019;1284;86748;961;10185;OVRFLW;8276;82194;OVRFLW;4629;2528;1809;2996;98542;1446
;02:40:00;37;10741;OVRFLW;6798;54239;49049;3598;2676;2223;1427;95801;961;12139;OVRFLW;7737;67542;63399;5007;3003;1117;1325;88112;962;10606;OVRFLW;8394;83540;OVRFLW;4711;2513;1743;3150;OVRFLW;1479
;02:45:00;37;11027;OVRFLW;7044;56089;50656;3693;2770;2292;1520;97917;984;12214;OVRFLW;8007;68443;66614;5282;3002;1146;1287;91964;993;10390;OVRFLW;8628;86404;OVRFLW;4974;2669;1871;3191;OVRFLW;1544
;02:50:00;37;11154;OVRFLW;7460;58088;51497;3761;2809;2296;1540;OVRFLW;1025;12294;OVRFLW;8416;71051;68628;5198;3132;1083;1326;91917;948;10816;OVRFLW;9162;87314;OVRFLW;4898;2600;1859;3258;OVRFLW;1545
;02:55:00;37;11410;OVRFLW;7659;59382;51479;3765;2855;2378;1548;OVRFLW;1032;12554;OVRFLW;8735;72715;69926;5335;3139;1204;1329;95246;982;11038;OVRFLW;9305;89271;OVRFLW;4707;2768;1925;3264;OVRFLW;1499
;03:00:00;37;11338;OVRFLW;7954;60717;52985;3815;2840;2435;1522;OVRFLW;1032;12912;OVRFLW;8955;76066;70716;5438;3132;1201;1316;97395;983;11089;OVRFLW;9775;91305;OVRFLW;5075;2747;1881;3363;OVRFLW;1590
;03:05:00;37;11439;OVRFLW;8000;63312;54337;3903;2919;2475;1590;OVRFLW;1028;12956;OVRFLW;9151;76882;72798;5558;3248;1233;1391;OVRFLW;1065;11154;OVRFLW;9909;94273;OVRFLW;5115;2715;1947;3379;OVRFLW;1634
;03:10:00;37;11726;OVRFLW;8181;64086;55987;3834;2976;2480;1584;OVRFLW;1037;13215;OVRFLW;9287;78659;72569;5651;3292;1194;1332;OVRFLW;1034;11155;OVRFLW;10378;95029;OVRFLW;5190;2871;2037;3486;OVRFLW;1594
;03:15:00;37;11918;OVRFLW;8478;65806;56577;3872;2980;2562;1659;OVRFLW;1121;13407;OVRFLW;9775;79824;72761;5692;3385;1175;1459;OVRFLW;1071;11605;OVRFLW;10616;97510;OVRFLW;5260;2875;1917;3526;OVRFLW;1726
;03:20:00;37;11974;OVRFLW;8756;67100;58395;3956;3037;2578;1697;OVRFLW;1087;13464;OVRFLW;10139;81128;74223;5735;3344;1242;1425;OVRFLW;1111;11702;OVRFLW;10978;97970;OVRFLW;5242;2940;2063;3671;OVRFLW;1688
;03:25:00;37;12062;OVRFLW;9084;69069;59691;4096;3098;2588;1769;OVRFLW;1115;13677;OVRFLW;10331;82905;78391;5935;3480;1272;1546;OVRFLW;1134;11745;OVRFLW;11379;OVRFLW;OVRFLW;5312;2958;1967;3657;OVRFLW;1755
;03:30:00;37;12221;OVRFLW;9259;69653;59865;4149;3068;2588;1712;OVRFLW;1098;13855;OVRFLW;10528;83681;79553;5765;3446;1286;1491;OVRFLW;1193;11867;OVRFLW;11444;OVRFLW;OVRFLW;5444;3106;2106;3688;OVRFLW;1732
;03:35:00;37;12080;OVRFLW;9452;70907;61856;4093;3176;2595;1872;OVRFLW;1030;13902;OVRFLW;10847;85323;81931;5995;3500;1298;1562;OVRFLW;1117;11937;OVRFLW;11957;OVRFLW;OVRFLW;5561;3032;2123;3728;OVRFLW;1755
;03:40:00;37;12192;OVRFLW;9732;72666;62755;4203;3225;2705;1882;OVRFLW;1163;13966;OVRFLW;11118;90484;84427;5918;3517;1376;1550;OVRFLW;1149;11900;OVRFLW;11944;OVRFLW;OVRFLW;5563;3126;2154;3783;OVRFLW;1870
;03:45:00;37;12719;OVRFLW;10119;74533;64531;4194;3190;2689;1866;OVRFLW;1111;14080;OVRFLW;11583;91840;85652;5995;3593;1373;1557;OVRFLW;1133;12105;OVRFLW;12342;OVRFLW;OVRFLW;5613;3093;2049;3865;OVRFLW;1845
;03:50:00;37;13051;OVRFLW;10161;75239;66287;4236;3255;2780;1851;OVRFLW;1208;14437;OVRFLW;11818;93135;87103;6128;3564;1360;1674;OVRFLW;1224;12115;OVRFLW;12950;OVRFLW;OVRFLW;5615;3060;2172;3894;OVRFLW;1865
;03:55:00;37;13397;OVRFLW;10517;75786;68851;4367;3107;2784;1920;OVRFLW;1235;14351;OVRFLW;11934;93630;87493;6085;3612;1398;1660;OVRFLW;1197;12078;OVRFLW;13026;OVRFLW;OVRFLW;5698;3230;2180;3981;OVRFLW;1863
;04:00:00;37;13417;OVRFLW;10909;77880;71435;4405;3256;2773;2068;OVRFLW;1184;14336;OVRFLW;12195;94207;88927;6193;3610;1364;1623;OVRFLW;1194;12268;OVRFLW;13356;OVRFLW;OVRFLW;5729;3204;2280;3953;OVRFLW;1888
;04:05:00;37;13647;OVRFLW;10885;79316;73005;4442;3306;2777;2108;OVRFLW;1254;14669;OVRFLW;12570;95525;89576;6319;3664;1363;1589;OVRFLW;1205;12247;OVRFLW;13506;OVRFLW;OVRFLW;5962;3107;2254;4093;OVRFLW;1946
;04:10:00;37;14079;OVRFLW;11319;81137;73696;4494;3354;2884;2121;OVRFLW;1334;14512;OVRFLW;12568;97260;91587;6332;3635;1433;1672;OVRFLW;1283;12313;OVRFLW;13858;OVRFLW;OVRFLW;5879;3187;2309;4154;OVRFLW;1972
;04:15:00;37;13726;OVRFLW;11273;81998;75235;4403;3296;2913;2168;OVRFLW;1290;14545;OVRFLW;13052;98444;90763;6330;3717;1411;1677;OVRFLW;1259;12682;OVRFLW;13982;OVRFLW;OVRFLW;6082;3186;2252;4198;OVRFLW;1879
;04:20:00;37;14106;OVRFLW;11808;84183;76434;4565;3309;2912;2183;OVRFLW;1295;15021;OVRFLW;13393;OVRFLW;92237;6440;3705;1463;1656;OVRFLW;1251;12560;OVRFLW;14165;OVRFLW;OVRFLW;5941;3265;2273;4327;OVRFLW;1955
;04:25:00;37;14116;OVRFLW;12035;85915;78656;4598;3355;2898;2143;OVRFLW;1320;14723;OVRFLW;13463;99136;93656;6369;3711;1537;1765;OVRFLW;1307;12632;OVRFLW;14522;OVRFLW;OVRFLW;6255;3320;2301;4284;OVRFLW;2011
;04:30:00;37;14238;OVRFLW;12085;86897;79307;4548;3422;3017;2255;OVRFLW;1282;14694;OVRFLW;13396;OVRFLW;95389;6464;3932;1498;1719;OVRFLW;1244;12803;OVRFLW;14966;OVRFLW;OVRFLW;6083;3266;2321;4439;OVRFLW;2050
;04:35:00;37;14488;OVRFLW;12489;88381;80850;4623;3491;3049;2392;OVRFLW;1351;15112;OVRFLW;13596;OVRFLW;95859;6370;3843;1586;1694;OVRFLW;1279;12988;OVRFLW;14879;OVRFLW;OVRFLW;6041;3211;2272;4454;OVRFLW;2044
;04:40:00;37;14512;OVRFLW;12660;90710;80999;4571;3444;3051;2400;OVRFLW;1370;14936;OVRFLW;14096;OVRFLW;97461;6447;3903;1546;1780;OVRFLW;1333;12897;OVRFLW;14878;OVRFLW;OVRFLW;6257;3320;2399;4563;OVRFLW;2029
;04:45:00;37;14530;OVRFLW;12775;91904;81875;4630;3510;2959;2441;OVRFLW;1399;15051;OVRFLW;14016;OVRFLW;98303;6529;3880;1491;1737;OVRFLW;1332;12963;OVRFLW;15372;OVRFLW;OVRFLW;6133;3434;2308;4549;OVRFLW;2142
;04:50:00;37;14496;OVRFLW;13164;92235;83118;4763;3496;3173;2416;OVRFLW;1414;15133;OVRFLW;14520;OVRFLW;99361;6591;3956;1552;1849;OVRFLW;1332;12900;OVRFLW;15659;OVRFLW;OVRFLW;6206;3422;2347;4661;OVRFLW;2037
;04:55:00;37;14674;OVRFLW;13272;93629;83412;4765;3631;3173;2496;OVRFLW;1408;15085;OVRFLW;14746;OVRFLW;OVRFLW;6731;3845;1591;1691;OVRFLW;1390;12898;OVRFLW;15904;OVRFLW;OVRFLW;6196;3467;2381;4632;OVRFLW;2101
;05:00:00;37;14726;OVRFLW;13434;94069;86532;4774;3596;3075;2512;OVRFLW;1386;15368;OVRFLW;14869;OVRFLW;OVRFLW;6703;3921;1653;1757;OVRFLW;1372;12930;OVRFLW;16226;OVRFLW;OVRFLW;6273;3432;2414;4647;OVRFLW;2193
;05:05:00;37;14893;OVRFLW;13832;97204;87593;4798;3519;3050;2582;OVRFLW;1377;15086;OVRFLW;14910;OVRFLW;OVRFLW;6743;3910;1619;1800;OVRFLW;1408;12989;OVRFLW;16207;OVRFLW;OVRFLW;6337;3424;2461;4715;OVRFLW;2142
;05:10:00;37;14900;OVRFLW;13884;98653;88703;4872;3598;3158;2639;OVRFLW;1433;15372;OVRFLW;15150;OVRFLW;OVRFLW;6761;3999;1597;1839;OVRFLW;1380;13259;OVRFLW;16321;OVRFLW;OVRFLW;6332;3443;2451;4740;OVRFLW;2047
;05:15:00;37;14934;OVRFLW;14258;98447;90173;4793;3567;3184;2690;OVRFLW;1477;15368;OVRFLW;15409;OVRFLW;OVRFLW;6771;3957;1584;1894;OVRFLW;1334;13309;OVRFLW;16801;OVRFLW;OVRFLW;6398;3493;2401;4853;OVRFLW;2159
;05:20:00;37;14966;OVRFLW;14302;OVRFLW;92234;4832;3528;3042;2653;OVRFLW;1408;15184;OVRFLW;15551;OVRFLW;OVRFLW;6855;3931;1612;1822;OVRFLW;1361;13280;OVRFLW;16901;OVRFLW;OVRFLW;6340;3456;2465;4952;OVRFLW;2163
;05:25:00;37;15070;OVRFLW;14689;OVRFLW;93030;5028;3516;3124;2727;OVRFLW;1467;15338;OVRFLW;15852;OVRFLW;OVRFLW;6679;3984;1651;1847;OVRFLW;1411;13376;OVRFLW;17118;OVRFLW;OVRFLW;6406;3490;2431;4915;OVRFLW;2234
;05:30:00;37;14926;OVRFLW;14583;OVRFLW;95515;4874;3610;3270;2794;OVRFLW;1502;15512;OVRFLW;15891;OVRFLW;OVRFLW;6741;3970;1655;1948;OVRFLW;1435;13436;OVRFLW;17316;OVRFLW;OVRFLW;6396;3513;2435;5016;OVRFLW;2189
;05:35:00;37;15216;OVRFLW;14929;OVRFLW;95579;4813;3609;3233;2866;OVRFLW;1480;15629;OVRFLW;15964;OVRFLW;OVRFLW;7016;4056;1735;1890;OVRFLW;1457;13401;OVRFLW;17529;OVRFLW;OVRFLW;6332;3468;2475;4911;OVRFLW;2193
;05:40:00;37;15115;OVRFLW;15235;OVRFLW;97359;5090;3669;3216;2775;OVRFLW;1439;15892;OVRFLW;16483;OVRFLW;OVRFLW;6937;3992;1656;1964;OVRFLW;1469;13555;OVRFLW;17513;OVRFLW;OVRFLW;6502;3464;2463;5071;OVRFLW;2226
;05:45:00;37;15365;OVRFLW;15379;OVRFLW;98078;5063;3677;3244;2951;OVRFLW;1617;15394;OVRFLW;16269;OVRFLW;OVRFLW;6907;4080;1752;1990;OVRFLW;1398;13471;OVRFLW;17639;OVRFLW;OVRFLW;6535;3431;2498;5049;OVRFLW;2217
;05:50:00;37;15463;OVRFLW;15433;OVRFLW;99372;5063;3741;3173;2932;OVRFLW;1529;15841;OVRFLW;16561;OVRFLW;OVRFLW;6845;3977;1672;1963;OVRFLW;1470;13388;OVRFLW;17896;OVRFLW;OVRFLW;6224;3587;2512;5340;OVRFLW;2211
;05:55:00;37;15291;OVRFLW;15563;OVRFLW;OVRFLW;5027;3638;3307;3050;OVRFLW;1561;15447;OVRFLW;16903;OVRFLW;OVRFLW;6962;3989;1689;1939;OVRFLW;1427;13551;OVRFLW;17935;OVRFLW;OVRFLW;6740;3585;2527;5041;OVRFLW;2323
;06:00:00;37;15414;OVRFLW;15738;OVRFLW;OVRFLW;5093;3708;3392;3005;OVRFLW;1535;15491;OVRFLW;17078;OVRFLW;OVRFLW;6970;4103;1761;1948;OVRFLW;1466;13504;OVRFLW;18314;OVRFLW;OVRFLW;6633;3522;2540;5370;OVRFLW;2328
;06:05:00;37;15306;OVRFLW;16054;OVRFLW;OVRFLW;5027;3717;3143;3103;OVRFLW;1511;15557;OVRFLW;17052;OVRFLW;OVRFLW;7242;4075;1747;1945;OVRFLW;1445;13745;OVRFLW;18344;OVRFLW;OVRFLW;6573;3512;2593;5386;OVRFLW;2339
;06:10:00;37;15363;OVRFLW;16492;OVRFLW;OVRFLW;5064;3714;3212;3123;OVRFLW;1505;15656;OVRFLW;17337;OVRFLW;OVRFLW;6926;4067;1805;2000;OVRFLW;1513;13616;OVRFLW;18341;OVRFLW;OVRFLW;6787;3590;2560;5443;OVRFLW;2303
;06:15:00;37;15606;OVRFLW;16532;OVRFLW;OVRFLW;5071;3827;3351;3048;OVRFLW;1526;15579;OVRFLW;17112;OVRFLW;OVRFLW;7129;4162;1752;1901;OVRFLW;1518;13446;OVRFLW;18629;OVRFLW;OVRFLW;6662;3593;2623;5496;OVRFLW;2198
;06:20:00;37;15663;OVRFLW;16454;OVRFLW;OVRFLW;5091;3651;3258;3165;OVRFLW;1567;15758;OVRFLW;17811;OVRFLW;OVRFLW;6896;4117;1731;1875;OVRFLW;1522;13889;OVRFLW;18677;OVRFLW;OVRFLW;6677;3567;2559;5417;OVRFLW;2327
;06:25:00;37;15928;OVRFLW;16657;OVRFLW;OVRFLW;5097;3628;3298;3018;OVRFLW;1576;15796;OVRFLW;17677;OVRFLW;OVRFLW;7155;4101;1803;2009;OVRFLW;1457;13803;OVRFLW;18957;OVRFLW;OVRFLW;6644;3593;2549;5447;OVRFLW;2262
;06:30:00;37;15723;OVRFLW;16776;OVRFLW;OVRFLW;5137;3825;3303;3194;OVRFLW;1627;15951;OVRFLW;17770;OVRFLW;OVRFLW;7089;4162;1714;1968;OVRFLW;1525;13946;OVRFLW;18853;OVRFLW;OVRFLW;6531;3566;2608;5536;OVRFLW;2320
;06:35:00;37;15807;OVRFLW;17003;OVRFLW;OVRFLW;5211;3729;3243;3264;OVRFLW;1572;15625;OVRFLW;18116;OVRFLW;OVRFLW;7059;4026;1768;2020;OVRFLW;1586;13738;OVRFLW;19231;OVRFLW;OVRFLW;6699;3620;2529;5511;OVRFLW;2291
;06:40:00;37;15828;OVRFLW;16939;OVRFLW;OVRFLW;5241;3862;3338;3319;OVRFLW;1566;15755;OVRFLW;17946;OVRFLW;OVRFLW;7238;4185;1746;1949;OVRFLW;1575;13864;OVRFLW;19429;OVRFLW;OVRFLW;6569;3517;2563;5575;OVRFLW;2365
